waiting_times,completion_times,total_completion_time,mid_points
0.2678031552900375,7.9025,8.170303155290037,6.5
0.48427429242380526,7.787500000000001,8.271774292423807,19.5
0.3473072583259693,6.417500000000004,6.764807258325973,36.5
0.1051165779688148,7.405000000000001,7.510116577968816,40.5
0.07059403543313891,7.5834814056071025,7.654075441040241,46.5
9.12061207602384,7.143749999999997,16.264362076023836,62.5
2.269375502770636,6.6825000000000045,8.95187550277064,63.5
0.0018919762744502577,4.834999999999994,4.836891976274444,67.5
0.13283260158367227,8.034731405607104,8.167564007190776,75.5
0.04137989639085049,6.413750000000007,6.455129896390858,78.5
0.26345947055934005,6.393749999999997,6.657209470559337,81.5
0.4336234876613503,8.084999999999994,8.518623487661344,91.5
0.4093679166685291,7.014731405607108,7.424099322275637,92.5
0.2291716292004935,4.2562500000000085,4.485421629200502,94.5
0.17136763143336964,5.8109814056070945,5.982349037040464,96.5
0.036990962516469494,8.648864418813957,8.685855381330427,97.5
0.2067965725765788,20.74234582442108,20.949142396997658,102.5
0.38777773309817576,8.35499999999999,8.742777733098166,115.5
0.13857276290789855,6.478749999999991,6.6173227629078895,122.5
0.22684026643099742,8.31864330108661,8.545483567517607,129.5
0.45288647461561027,7.82374999999999,8.2766364746156,133.5
0.10167035732280283,4.935000000000002,5.036670357322805,152.5
