time_bin,retransmissions,time_bin_mid
"[1, 2)",4.25,1.5
"[2, 3)",3.5,2.5
"[8, 9)",3.6,8.5
"[9, 10)",7.935779816513762,9.5
"[10, 11)",10.068493150684931,10.5
"[11, 12)",16.628205128205128,11.5
"[15, 16)",2.0,15.5
"[16, 17)",5.964285714285714,16.5
"[17, 18)",12.818181818181818,17.5
"[18, 19)",6.071428571428571,18.5
"[20, 21)",4.5,20.5
"[21, 22)",8.5,21.5
"[22, 23)",3.9047619047619047,22.5
"[23, 24)",3.682926829268293,23.5
"[24, 25)",4.9818181818181815,24.5
"[26, 27)",-1.0,26.5
"[27, 28)",1.5,27.5
"[28, 29)",7.8,28.5
"[30, 31)",5.589743589743589,30.5
"[31, 32)",11.493150684931507,31.5
"[32, 33)",4.705882352941177,32.5
"[35, 36)",4.28,35.5
"[36, 37)",7.3052631578947365,36.5
"[37, 38)",0.0,37.5
"[38, 39)",0.0,38.5
"[39, 40)",8.836065573770492,39.5
"[40, 41)",20.008849557522122,40.5
"[41, 42)",9.536585365853659,41.5
"[42, 43)",12.276422764227643,42.5
"[43, 44)",11.03225806451613,43.5
"[44, 45)",-1.0,44.5
"[45, 46)",3.1538461538461537,45.5
"[46, 47)",3.3684210526315788,46.5
"[53, 54)",14.916666666666666,53.5
"[54, 55)",12.172413793103448,54.5
"[55, 56)",0.0,55.5
"[56, 57)",0.0,56.5
"[57, 58)",5.898550724637682,57.5
"[58, 59)",5.808510638297872,58.5
"[59, 60)",14.36283185840708,59.5
"[60, 61)",20.043478260869566,60.5
"[61, 62)",10.698795180722891,61.5
"[62, 63)",7.25,62.5
"[63, 64)",21.607142857142858,63.5
"[64, 65)",34.56578947368421,64.5
"[65, 66)",1.6923076923076923,65.5
"[66, 67)",8.473684210526315,66.5
"[67, 68)",22.98148148148148,67.5
"[68, 69)",28.594594594594593,68.5
"[72, 73)",2.7560975609756095,72.5
"[73, 74)",15.333333333333334,73.5
"[74, 75)",0.2857142857142857,74.5
"[75, 76)",2.0,75.5
"[76, 77)",5.5,76.5
"[78, 79)",4.25,78.5
"[79, 80)",8.210526315789474,79.5
"[80, 81)",6.209302325581396,80.5
"[81, 82)",2.5,81.5
"[82, 83)",58.0,82.5
"[84, 85)",6.373737373737374,84.5
"[85, 86)",18.25,85.5
"[86, 87)",43.0,86.5
"[87, 88)",11.309090909090909,87.5
"[88, 89)",6.581196581196581,88.5
"[89, 90)",8.169230769230769,89.5
"[90, 91)",2.1,90.5
"[91, 92)",15.0,91.5
"[92, 93)",6.815789473684211,92.5
"[93, 94)",4.193548387096774,93.5
"[94, 95)",5.397435897435898,94.5
"[95, 96)",3.5,95.5
"[97, 98)",6.238095238095238,97.5
"[98, 99)",23.004444444444445,98.5
"[99, 100)",7.8,99.5
"[101, 102)",32.379629629629626,101.5
"[102, 103)",35.361111111111114,102.5
"[103, 104)",6.876288659793815,103.5
"[104, 105)",-0.2727272727272727,104.5
"[106, 107)",7.5,106.5
"[107, 108)",3.4565217391304346,107.5
"[108, 109)",7.369565217391305,108.5
"[109, 110)",6.580645161290323,109.5
"[110, 111)",7.6,110.5
"[111, 112)",0.5,111.5
"[113, 114)",2.782608695652174,113.5
"[114, 115)",6.71875,114.5
"[115, 116)",5.458015267175573,115.5
"[116, 117)",3.6315789473684212,116.5
"[119, 120)",6.221052631578948,119.5
"[121, 122)",0.5,121.5
"[122, 123)",5.931506849315069,122.5
"[123, 124)",3.0,123.5
"[124, 125)",2.7222222222222223,124.5
"[125, 126)",13.105263157894736,125.5
"[126, 127)",6.7,126.5
"[129, 130)",8.228571428571428,129.5
"[130, 131)",12.978260869565217,130.5
"[135, 136)",6.089108910891089,135.5
"[136, 137)",9.92142857142857,136.5
"[137, 138)",8.885572139303482,137.5
"[138, 139)",3.2233009708737863,138.5
"[139, 140)",10.5,139.5
"[142, 143)",3.672727272727273,142.5
"[143, 144)",4.8791208791208796,143.5
"[144, 145)",0.0,144.5
"[145, 146)",12.24742268041237,145.5
"[146, 147)",8.875,146.5
"[150, 151)",0.0,150.5
"[151, 152)",0.0,151.5
"[152, 153)",2.1724137931034484,152.5
"[153, 154)",7.740259740259741,153.5
"[154, 155)",10.258064516129032,154.5
"[155, 156)",29.945945945945947,155.5
"[156, 157)",12.96774193548387,156.5
"[159, 160)",5.785714285714286,159.5
"[160, 161)",6.594594594594595,160.5
"[161, 162)",3.9,161.5
"[162, 163)",7.776595744680851,162.5
"[164, 165)",15.082191780821917,164.5
"[165, 166)",14.428571428571429,165.5
"[170, 171)",0.0,170.5
"[171, 172)",1.75,171.5
"[172, 173)",10.923913043478262,172.5
"[173, 174)",4.2272727272727275,173.5
"[174, 175)",8.020408163265307,174.5
"[175, 176)",4.421052631578948,175.5
"[176, 177)",12.837209302325581,176.5
"[177, 178)",14.76,177.5
"[178, 179)",12.257510729613735,178.5
"[179, 180)",25.818181818181817,179.5
"[180, 181)",4.863636363636363,180.5
"[181, 182)",4.0,181.5
"[184, 185)",6.0588235294117645,184.5
"[185, 186)",25.1125,185.5
"[186, 187)",19.5,186.5
"[187, 188)",5.791666666666667,187.5
"[188, 189)",3.873015873015873,188.5
"[190, 191)",7.402985074626866,190.5
"[191, 192)",5.870588235294117,191.5
"[192, 193)",-0.5555555555555556,192.5
"[193, 194)",0.9285714285714286,193.5
"[194, 195)",2.5,194.5
"[199, 200)",6.5,199.5
